epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,36962.4,0.69852,0.85351,0.64535,0.94443,0.87546,0.85036,0.93991,0.82473,0.8737,0.84954,0.93775,0.69665,0.52308,0.67474,0.38122,0.87331,0.0081982,0.0081982,0.0081982
93,37363.6,0.69697,0.85559,0.63986,0.9432,0.87911,0.8498,0.94019,0.82492,0.87746,0.84901,0.93797,0.69659,0.52201,0.67396,0.37989,0.8727,0.0081784,0.0081784,0.0081784
94,37763.2,0.68993,0.84319,0.63601,0.9422,0.88061,0.85017,0.94057,0.82612,0.87893,0.84933,0.9383,0.69705,0.52095,0.67313,0.37855,0.8721,0.0081586,0.0081586,0.0081586
95,38163.5,0.6918,0.84265,0.63721,0.94157,0.87998,0.85199,0.94192,0.82749,0.8783,0.85115,0.93959,0.69844,0.51992,0.67234,0.37712,0.8715,0.0081388,0.0081388,0.0081388
96,38562.5,0.69328,0.84916,0.63936,0.94175,0.87893,0.85363,0.94219,0.82687,0.87727,0.85281,0.93983,0.69895,0.51896,0.67149,0.37576,0.87089,0.008119,0.008119,0.008119
97,38959.8,0.69126,0.84188,0.62857,0.94072,0.8761,0.85789,0.94341,0.82851,0.87457,0.85711,0.94113,0.69957,0.51796,0.67066,0.37419,0.87033,0.0080992,0.0080992,0.0080992
98,39358.2,0.68608,0.84132,0.62681,0.93715,0.87595,0.85888,0.9435,0.82864,0.87472,0.85795,0.94112,0.69925,0.51692,0.66978,0.37279,0.86976,0.0080794,0.0080794,0.0080794
99,39760.5,0.68623,0.83726,0.62473,0.93711,0.88222,0.85927,0.94938,0.83315,0.88101,0.85835,0.9471,0.70326,0.51597,0.66894,0.37151,0.86918,0.0080596,0.0080596,0.0080596
100,40162,0.68682,0.83845,0.62279,0.93655,0.8859,0.85826,0.94942,0.83341,0.88469,0.8573,0.94715,0.70248,0.51503,0.66816,0.36993,0.86863,0.0080398,0.0080398,0.0080398
101,40563.2,0.68342,0.84127,0.62273,0.935,0.8859,0.85931,0.94974,0.8341,0.88466,0.85833,0.94743,0.70259,0.51399,0.66732,0.36855,0.86808,0.00802,0.00802,0.00802
102,40961.8,0.68331,0.8393,0.6167,0.93292,0.88955,0.85839,0.95054,0.83462,0.89023,0.85648,0.94839,0.70404,0.51299,0.66647,0.36724,0.86755,0.0080002,0.0080002,0.0080002
103,41363,0.68124,0.84128,0.61587,0.93475,0.89263,0.8575,0.95053,0.83484,0.89116,0.85637,0.94836,0.7047,0.51196,0.6657,0.3658,0.86701,0.0079804,0.0079804,0.0079804
104,41762.5,0.67807,0.83543,0.61209,0.93247,0.89294,0.8581,0.95106,0.83572,0.89139,0.85702,0.94885,0.70636,0.51098,0.66488,0.36435,0.86648,0.0079606,0.0079606,0.0079606
105,42161.6,0.6804,0.84029,0.61205,0.93304,0.8949,0.85168,0.95052,0.83528,0.89312,0.85079,0.94841,0.70644,0.51007,0.66407,0.36294,0.86594,0.0079408,0.0079408,0.0079408
106,42561.9,0.67699,0.83367,0.60819,0.93314,0.89749,0.85111,0.95126,0.83626,0.89552,0.85024,0.94916,0.70684,0.50905,0.66327,0.36154,0.86545,0.007921,0.007921,0.007921
107,42964.7,0.67404,0.82557,0.60327,0.93182,0.89863,0.85142,0.9518,0.83756,0.89659,0.85052,0.94955,0.70749,0.50816,0.66243,0.36025,0.86498,0.0079012,0.0079012,0.0079012
108,43362.8,0.67138,0.83185,0.60022,0.93089,0.8984,0.85468,0.95248,0.83973,0.89608,0.85394,0.95036,0.70797,0.50728,0.66163,0.35897,0.86446,0.0078814,0.0078814,0.0078814
109,43760.8,0.67334,0.83062,0.60518,0.93133,0.86881,0.87244,0.95402,0.84079,0.86796,0.87131,0.95189,0.70876,0.50634,0.6609,0.35781,0.864,0.0078616,0.0078616,0.0078616
110,44158.5,0.67323,0.82745,0.59664,0.9298,0.87567,0.87007,0.95417,0.8415,0.87414,0.86924,0.95202,0.70902,0.50524,0.66005,0.35614,0.86345,0.0078418,0.0078418,0.0078418
111,44557.6,0.67093,0.83211,0.59948,0.92934,0.87395,0.87346,0.95441,0.84175,0.87234,0.87256,0.95226,0.70972,0.50408,0.65912,0.35452,0.86288,0.007822,0.007822,0.007822
112,44958.2,0.66708,0.82494,0.59278,0.92685,0.87002,0.88145,0.95496,0.84228,0.86874,0.88038,0.95283,0.71057,0.50319,0.65834,0.35319,0.86239,0.0078022,0.0078022,0.0078022
113,45356.6,0.6665,0.81444,0.58955,0.92805,0.87499,0.8798,0.95498,0.84292,0.87332,0.87885,0.9528,0.71061,0.50215,0.65757,0.35175,0.86186,0.0077824,0.0077824,0.0077824
114,45755.2,0.66796,0.8261,0.59409,0.92613,0.87819,0.87894,0.95576,0.8446,0.87661,0.87812,0.95367,0.71069,0.50132,0.65687,0.35058,0.86137,0.0077626,0.0077626,0.0077626
115,46153.2,0.6646,0.81854,0.58422,0.92467,0.88087,0.87374,0.95611,0.84495,0.87927,0.87288,0.95391,0.71161,0.50045,0.65607,0.34939,0.86087,0.0077428,0.0077428,0.0077428
116,46552.8,0.66305,0.82102,0.59006,0.92436,0.88436,0.87302,0.95677,0.84504,0.88267,0.87215,0.95454,0.71127,0.4995,0.65526,0.34817,0.86039,0.007723,0.007723,0.007723
117,46954.1,0.66515,0.81567,0.5859,0.92587,0.86598,0.89037,0.95703,0.84601,0.86417,0.8894,0.95471,0.71153,0.4986,0.65449,0.34673,0.85993,0.0077032,0.0077032,0.0077032
118,47356,0.66084,0.81345,0.58262,0.92304,0.87138,0.88935,0.95736,0.84604,0.87007,0.88839,0.95514,0.71241,0.49765,0.65368,0.34539,0.85948,0.0076834,0.0076834,0.0076834
119,47758.6,0.65917,0.81774,0.57827,0.92362,0.87926,0.88193,0.95811,0.84764,0.87764,0.88109,0.95587,0.71243,0.49678,0.65294,0.34402,0.85898,0.0076636,0.0076636,0.0076636
120,48161.9,0.65865,0.81825,0.58129,0.9215,0.88297,0.88109,0.95852,0.8473,0.88146,0.88029,0.95631,0.71328,0.49587,0.65216,0.34282,0.85849,0.0076438,0.0076438,0.0076438
121,48562.2,0.65587,0.81384,0.57302,0.92015,0.89039,0.87955,0.95971,0.8483,0.88876,0.87877,0.95742,0.71437,0.4949,0.65141,0.34154,0.85801,0.007624,0.007624,0.007624
122,48962.9,0.65606,0.81019,0.57385,0.9186,0.89376,0.87853,0.96018,0.84892,0.89227,0.87783,0.95784,0.71516,0.49389,0.65062,0.34017,0.85751,0.0076042,0.0076042,0.0076042
123,49362.1,0.65438,0.80934,0.57245,0.92016,0.86796,0.89692,0.96055,0.84958,0.86761,0.8955,0.9582,0.71513,0.49318,0.64986,0.33907,0.85703,0.0075844,0.0075844,0.0075844
124,49764.1,0.65421,0.81457,0.5712,0.91924,0.86888,0.89672,0.96075,0.85178,0.86753,0.89567,0.95845,0.71628,0.49223,0.64905,0.33779,0.85653,0.0075646,0.0075646,0.0075646
125,50164.1,0.65263,0.81259,0.57252,0.91812,0.87533,0.89559,0.96138,0.85289,0.89813,0.87644,0.95902,0.71658,0.49126,0.64827,0.33668,0.85604,0.0075448,0.0075448,0.0075448
126,50565.5,0.65527,0.81529,0.57132,0.92205,0.88066,0.89397,0.96191,0.85326,0.87859,0.89304,0.9596,0.71733,0.49022,0.64746,0.33529,0.85553,0.007525,0.007525,0.007525
